,GHI(W/m2),DHI(W/m2),DNI(W/m2),TEMPERATURE,R.HUMIDITY,WINDSPEED,CABLE#1,CABLE#2,CABLE#3,CABLE#4,CABLE#5,TX(LV)
2671,992.0,134.0,847.0,34.2,34.85,25.6,8.197,8.32,8.23,8.39,4.45,39.6
2672,483.0,173.0,347.0,34.4,34.68,25.9,7.35,7.66,7.35,7.69,5.01,35.17
2673,489.0,142.0,460.0,35.1,36.22,18.4,5.57,5.7,5.82,5.699,3.71,28.12
2674,503.0,90.0,705.0,32.8,40.16,27.0,3.66,3.68,3.66,3.67,2.42,17.42
2675,64.0,71.0,13.0,31.2,45.66,26.3,1.29,0.598,1.2,0.58,0.33,3.94
2677,1.0,0.0,0.0,21.9,91.2,15.1,0.0,0,0.0,0.0,0.0,0.0
2678,154.0,63.0,373.0,23.9,79.31,21.6,0.95,1.15,0.92,1.02,0.78,5.02
2679,241.0,197.0,52.0,27.0,64.35,29.9,1.99,2.23,2.02,2.25,1.89,10.04
2680,374.0,356.0,25.0,27.2,71.93,11.2,3.07,3.11,3.0,3.3,2.21,14.4
2681,412.0,363.0,61.0,31.4,51.14,31.0,8.26,8.38,8.54,8.49,5.04,39.32
2682,863.0,445.0,314.0,32.9,47.27,31.0,6.33,4.74,5.29,3.999,5.49,25.86
2683,1055.0,170.0,807.0,31.6,54.78,25.9,8.62,8.68,8.64,8.69,5.71,42.12
2684,964.0,140.0,816.0,34.3,43.98,29.9,8.2,8.19,8.19,8.19,5.33,39.15
2685,842.0,171.0,757.0,34.2,44.5,29.2,7.38,7.37,7.32,7.32,4.7,34.34
2686,695.0,163.0,703.0,34.7,43.82,11.2,5.82,5.78,5.84,5.84,3.77,28.43
2687,486.0,141.0,588.0,32.1,51.96,30.2,3.64,3.68,3.66,3.65,2.395,18.06
2688,204.0,100.0,368.0,30.4,57.95,29.9,1.28,1.33,1.29,1.34,0.87,6.36
2690,0.0,0.0,1.0,23.0,93.53,14.8,0.0,0,0.0,0.0,0.0,0.0
2691,60.0,54.0,30.0,24.3,85.96,20.2,0.54,0.49,0.52,0.49,0.3,2.17
2692,461.0,151.0,579.0,26.6,73.61,24.5,2.66,2.78,2.49,2.32,1.16,11.15
2693,331.0,321.0,4.0,27.2,71.49,14.8,3.4,3.63,3.23,3.43,2.22,16.55
2694,874.0,176.0,778.0,31.0,54.63,25.6,7.27,7.5,7.48,7.74,5.12,37.01
2695,956.0,125.0,809.0,32.5,49.56,25.6,8.16,8.18,8.2,8.25,5.33,39.2
2696,1020.0,123.0,818.0,32.2,52.95,18.4,8.54,8.47,8.52,8.47,5.48,40.57
2697,952.0,137.0,810.0,34.1,44.47,25.9,8.04,8.03,8.03,8.07,5.25,38.59
2698,904.0,159.0,792.0,34.2,43.95,26.3,7.5,7.54,7.52,7.57,4.92,36.16
2699,815.0,201.0,718.0,34.1,47.59,18.4,5.23,6.22,6.52,6.23,4.11,29.68
2700,717.0,251.0,660.0,32.4,48.03,28.1,4.25,4.28,4.23,4.19,2.79,20.7
2701,710.0,251.0,602.0,30.8,52.92,27.4,1.56,1.51,1.57,1.5,0.99,7.43
2703,0.0,0.0,1.0,22.9,94.1,14.4,0.0,0,0.0,0.0,0.0,0.0
2704,41.0,43.0,0.0,24.3,85.96,19.1,0.525841,0.459883,0.523112,0.47508,0.270539,2.333628
2705,143.0,144.0,7.0,26.7,71.4,24.8,2.68603,1.884766,1.966799,1.741388,0.892987,8.886644
2706,308.0,207.0,130.0,27.7,71.58,11.2,6.278469,5.97341,6.020369,3.321059,3.193943,24.538452
2707,1027.0,104.0,850.0,31.1,49.81,26.3,8.39,8.45,8.38,8.45,5.5,39.86
2708,312.0,241.0,90.0,33.0,42.55,27.4,8.06,8.21,8.04,7.66,4.32,36.73
2709,1005.0,100.0,829.0,32.2,49.18,29.5,8.32,8.33,8.31,8.34,5.41,39.2
2710,946.0,98.0,827.0,35.2,35.79,28.1,8.0,8,7.99,8.0,5.24,38.23
2711,827.0,102.0,809.0,35.4,35.18,28.4,7.17,7.17,7.15,7.15,4.64,34.2
2712,694.0,106.0,768.0,35.6,40.42,22.3,5.83,5.8,5.82,5.8,3.75,28.33
2713,508.0,87.0,692.0,33.8,39.68,29.9,3.71,3.7,3.72,3.71,2.45,17.94
2714,235.0,66.0,533.0,32.1,45.05,28.8,1.39,1.37,1.41,1.4,0.92,6.88
2716,1.0,0.0,0.0,23.0,89.61,17.3,0.0,0,0.0,0.0,0.0,0.0
2717,53.0,54.0,0.0,24.2,82.34,21.2,0.47,0.47,0.48,0.48,0.34,2.31
2718,132.0,134.0,0.0,26.3,72.22,24.8,1.16,1.25,1.16,1.28,0.86,5.87
2719,169.0,173.0,0.0,26.6,83.63,7.6,3.84,3.02,1.43,2.8,1.43,16.03
2720,852.0,468.0,403.0,30.4,56.54,26.6,8.69,6.68,4.84,6.68,4.84,35.57
2721,340.0,335.0,6.0,32.0,50.98,26.3,2.51,2.89,2.48,2.89,2.05,13.13
2722,565.0,552.0,2.0,30.2,64.24,14.8,4.79,4.89,4.81,4.87,3.29,23.19
2723,1008.0,163.0,829.0,33.2,46.77,24.8,8.4,8.28,8.36,8.31,5.44,39.77
2724,840.0,119.0,807.0,32.9,47.57,24.5,7.34,7.3,7.3,7.25,4.72,37.76
2725,711.0,119.0,771.0,34.2,48.2,14.8,6.02,5.94,6.01,5.94,3.83,39.28
2726,519.0,101.0,683.0,31.7,52.18,25.2,3.94,3.82,4.03,3.88,2.52,19.45
2727,240.0,75.0,520.0,30.4,56.89,24.5,1.55,1.495,1.52,1.5,1.0,7.05
2729,1.0,0.0,0.0,23.1,93.54,15.5,0.0,0,0.0,0.0,0.0,0.0
2730,55.0,60.0,0.0,24.4,85.97,21.2,1.095,0.88,1.09,0.82,0.39,4.41
2731,113.0,115.0,5.0,26.6,71.39,27.4,2.12,1.65,1.98,1.53,0.85,8.32
2732,284.0,285.0,1.0,27.2,73.71,37.1,2.27,2.5,2.29,2.55,1.77,12.14
2733,827.0,173.0,736.0,30.5,52.85,29.5,7.36,7.5,7.4,7.55,4.96,35.41
2734,1010.0,245.0,743.0,32.4,45.7,29.9,6.82,8.39,7.83,8.51,5.71,39.08
2735,971.0,321.0,584.0,32.2,44.52,46.4,8.68,7.74,8.69,8.96,3.13,38.52
2736,893.0,315.0,553.0,34.5,36.75,30.2,8.35,8.56,8.46,8.65,5.77,41.6
2737,868.0,398.0,490.0,34.7,34.99,30.6,7.84,8.28,5.79,8.22,5.57,36.96
2738,712.0,208.0,650.0,34.6,38.43,18.4,5.36,5.63,5.4,5.95,4.06,26.28
2739,504.0,150.0,580.0,32.9,38.2,31.3,3.67,3.69,3.66,3.76,2.47,17.82
2740,89.0,103.0,7.0,31.0,43.92,29.9,0.88,0.74,0.82,0.74,0.52,3.77
2742,1.0,0.0,0.0,20.9,94.6,17.6,0.0,0,0.0,0.0,0.0,0.0
2743,113.0,60.0,245.0,22.8,83.71,23.0,0.95,0.98,0.95,1.01,0.61,4.2
2744,166.0,126.0,80.0,25.7,68.2,29.5,1.49,1.88,1.57,1.74,1.45,8.34
2745,616.0,114.0,701.0,26.6,70.95,11.2,5.47,5.68,5.51,5.69,3.77,26.78
2746,807.0,110.0,789.0,30.1,49.24,30.6,7.11,7.27,7.15,7.35,4.88,34.86
2747,950.0,119.0,815.0,31.9,43.33,31.0,8.079062,8.257308,8.118961,8.319879,5.505371,38.964516
2748,971.0,215.0,685.0,32.1,42.85,18.4,8.061442,8.14065,8.088059,8.196118,5.36231,38.163068
2749,761.0,234.0,494.0,33.9,36.58,31.3,7.416372,2.592386,8.609854,3.39169,2.144685,25.151324
2750,829.0,282.0,600.0,34.0,35.24,31.0,7.951521,8.256904,7.928334,7.869924,3.966014,37.573768
2751,887.0,291.0,752.0,34.1,35.49,44.3,7.211353,7.399971,7.155682,7.383781,4.926662,35.145852
2752,529.0,138.0,637.0,32.5,38.34,30.2,3.743446,3.863321,3.744921,3.866391,2.557184,18.834028
2753,111.0,84.0,117.0,30.9,43.89,28.4,1.32299,1.324813,1.369436,1.247094,0.52522,6.765164
2755,1.0,0.0,0.0,22.5,87.39,20.5,0.0,0,0.0,0.0,0.0,0.0
2756,124.0,50.0,341.0,24.3,76.47,25.6,0.95,0.99,0.95,0.98,0.62,4.1
2757,441.0,138.0,567.0,27.1,62.01,33.5,3.76,3.89,3.45,3.88,2.54,18.29
2758,775.0,325.0,640.0,27.7,65.3,11.2,5.13,6.1,4.93,5.81,4.43,27.51
2759,869.0,453.0,366.0,31.3,46.56,33.1,4.76,5.45,4.37,5.32,2.997,23.595
2760,380.0,362.0,11.0,32.9,42.0,32.4,5.67,4.18,4.21,4.95,2.29,22.13
2761,395.0,389.0,1.0,32.2,45.93,29.5,7.5,6.27,6.04,4.31,2.35,27.06
2762,614.0,574.0,31.0,34.5,39.13,33.1,6.74,6.38,6.84,6.64,4.54,32.77
2763,811.0,279.0,587.0,34.2,40.8,33.8,7.89,8.14,8.21,8.21,4.85,38.56
2764,157.0,158.0,12.0,34.2,40.54,22.3,6.01,3.84,6.08,4.78,0.94,22.37
2765,380.0,127.0,411.0,32.0,47.63,33.8,2.4,2.51,3.35,3.17,0.66,12.59
2766,132.0,74.0,162.0,30.3,53.13,32.4,1.08,1.17,0.81,1.35,0.55,3.82
2768,0.0,0.0,0.0,22.5,85.25,20.9,0.0,0,0.0,0.0,0.0,0.0
2769,103.0,52.0,294.0,23.9,76.89,25.6,0.81,0.76,0.75,0.8,0.48,3.06
2770,372.0,88.0,558.0,26.5,60.72,32.8,3.03,3.09,3.05,3.2,2.13,14.31
2771,587.0,107.0,679.0,28.1,65.78,27.7,5.19,5.33,5.22,5.43,3.62,25.06
2772,794.0,150.0,738.0,31.1,44.78,36.0,6.9,7.14,6.9,7.23,4.87,33.47
2773,1017.0,251.0,756.0,32.8,40.41,35.6,8.34,8.69,8.399,8.84,5.97,41.25
2774,257.0,259.0,12.0,32.7,46.93,33.5,6.529439,5.16094,6.441244,4.34678,1.403271,25.269184
2775,777.0,133.0,767.0,34.2,37.13,34.9,6.61,6.69,6.71,6.71,4.42,31.61
2776,699.0,125.0,756.0,33.5,38.86,34.2,5.9,5.94,5.92,5.94,3.87,28.52
2777,340.0,335.0,6.0,34.6,39.16,46.4,2.51,2.89,2.48,2.89,2.05,13.13
2778,887.0,291.0,752.0,31.6,45.77,33.5,7.211353,7.399971,7.155682,7.383781,4.926662,35.145852
2779,286.0,262.0,40.0,30.0,52.07,32.0,3.393,3.886,3.019,3.33,1.796,15.628
2781,0.0,0.0,0.0,22.7,82.67,22.3,0.0,0,0.0,0.0,0.0,0.0
2782,103.0,52.0,294.0,24.0,75.01,24.8,0.82,0.79,0.81,0.8,0.49,3.1
2783,372.0,88.0,558.0,26.3,64.2,31.0,3.01,3.06,3.03,3.17,2.09,14.25
2784,887.0,291.0,752.0,28.2,65.8,27.7,7.28,7.49,7.2,7.46,5.11,36.145852
2785,918.0,135.0,813.0,30.0,52.07,34.2,7.86,7.86,7.87,7.87,5.13,37.57
2786,777.0,133.0,767.0,31.4,47.76,34.9,5.81,5.89,5.91,5.31,4.22,31.31
2787,314.0,302.0,11.0,31.7,48.14,46.4,5.46,2.89,6.9,3.08,1.87,21.14
2788,129.0,129.0,1.0,32.9,43.88,34.6,1.47,1.37,1.46,1.36,0.88,6.69
2789,646.0,526.0,133.0,32.7,44.93,34.6,4.23,4.59,4.21,4.42,3.14,20.7
2790,196.0,195.0,1.0,31.6,47.82,37.1,2.04,2.01,2.07,2.02,1.29,9.97
2791,255.0,254.0,5.0,30.5,52.52,35.6,2.4,2.19,2.32,2.59,1.41,11.17
2792,37.0,38.0,1.0,28.6,58.6,34.9,0.4,0.43,0.45,0.42,0.31,1.98
2794,0.0,0.0,1.0,22.0,90.65,20.2,0.0,0,0.0,0.0,0.0,0.0
2795,73.0,76.0,1.0,23.2,83.76,24.8,0.606,0.66,0.65,0.678,0.4,3.04
2796,235.0,225.0,17.0,25.1,74.73,31.0,2.19,2.19,2.15,2.17,1.44,10.35
2797,639.0,211.0,580.0,28.1,63.79,22.3,4.43,5.42,4.46,5.3,3.72,24.07
2798,300.0,290.0,6.0,28.1,63.4,34.9,8.83,4.49,8.44,3.6,1.85,27.86
2799,947.0,158.0,771.0,28.6,61.2,33.8,8.11,8.21,8.18,8.29,5.44,40.0
2800,362.0,359.0,1.0,30.1,55.09,40.7,3.42,3.48,3.48,3.59,2.37,16.97
2801,386.0,378.0,3.0,28.8,61.24,28.8,8.16,3.6,4.7,3.35,2.32,22.46
2802,661.0,578.0,95.0,28.7,63.53,28.8,10.6,7.61,8.55,5.7,3.65,37.526
2803,296.0,306.0,4.0,31.7,48.14,40.7,4.59,4.46,4.54,4.47,1.74,20.08
2804,248.0,244.0,25.0,28.0,68.64,30.6,1.825,1.99,1.916,2.075,1.45,9.028
2805,151.0,155.0,22.0,26.9,71.88,27.4,1.18,1.246,1.24,1.21,0.8,6.41
2807,1.0,0.0,0.0,21.7,93.47,19.8,0.0,0,0.0,0.0,0.0,0.0
2808,81.0,86.0,0.0,22.5,88.47,23.0,0.76,0.72,0.76,0.74,0.47,2.99
2809,420.0,264.0,283.0,24.2,77.89,28.4,3.89,3.79,4.08,4.11,2.42,17.94
2810,623.0,159.0,642.0,28.4,61.15,27.7,5.19,5.66,5.39,5.76,3.82,26.42
2811,767.0,139.0,706.0,28.8,55.81,33.5,6.78,6.94,6.82,7.04,4.63,32.69
2812,903.0,147.0,739.0,30.4,50.26,33.1,7.71,7.835,7.74,7.93,5.23,37.41
2813,982.0,151.0,753.0,32.7,36.02,51.8,8.05,8.2,8.08,8.28,5.47,38.56
2814,927.0,159.0,740.0,31.7,46.09,32.4,7.75,7.87,7.78,7.88,5.22,37.53
2815,806.0,151.0,726.0,31.5,46.9,31.3,6.88,6.98,6.89,7.02,4.67,33.4
2816,673.0,155.0,667.0,35.7,30.47,22.3,5.47,5.53,5.48,5.63,3.695,27.06
2817,482.0,142.0,559.0,29.9,52.7,28.4,3.49,3.595,3.49,3.61,2.386,17.75
2818,203.0,105.0,331.0,28.6,58.6,25.2,1.397,1.41,1.32,1.32,0.93,7.05
2820,0.0,0.0,1.0,22.0,87.89,15.8,0.0,0,0.0,0.0,0.0,0.0
2821,119.0,58.0,304.0,22.8,83.71,18.4,0.95,1.05,0.96,0.99,0.62,4.05
2822,379.0,92.0,547.0,24.3,76.0,24.5,3.16,3.22,3.19,3.27,2.19,14.85
2823,624.0,126.0,688.0,27.2,67.65,22.3,5.51,5.66,5.58,5.72,3.79,26.4
2824,760.0,165.0,665.0,27.7,58.39,30.6,6.67,6.69,6.9,6.7,4.37,32.15
2825,859.0,161.0,676.0,29.3,51.57,30.6,7.11,7.11,7.14,7.15,4.93,34.65
2826,1026.0,177.0,769.0,33.1,43.12,40.7,8.22,8.44,8.27,8.48,5.63,39.84
2827,1005.0,485.0,338.0,31.6,44.64,31.0,8.47,5.07,8.55,6.81,2.199,32.387
2828,912.0,209.0,774.0,31.9,44.72,31.0,7.44,7.718,7.12,7.82,5.16,36.11
2829,638.0,172.0,597.0,35.6,35.9,40.7,3.98,5.15,2.85,3.2,1.98,17.53
2830,352.0,165.0,159.0,30.7,49.71,29.5,1.97,1.87,3.02,1.91,1.97,11.39
2831,170.0,99.0,242.0,29.5,54.94,27.7,1.02,1.09,1.02,1.09,0.717,5.138
2833,1.0,0.0,0.0,22.0,88.98,16.2,0.0,0,0.0,0.0,0.0,0.0
2834,131.0,64.0,332.0,23.5,79.75,20.2,1.02,1.03,1.01,1.03,0.68,4.195
2835,389.0,83.0,572.0,25.9,65.73,27.4,3.17,3.23,3.13,3.24,2.15,15.32
2836,604.0,124.0,648.0,28.2,64.6,33.5,5.35,5.51,5.3,5.48,3.74,26.02
2837,756.0,111.0,726.0,29.4,51.27,32.4,6.78,6.95,6.8,6.99,4.59,32.98
2838,922.0,145.0,762.0,30.6,47.85,32.4,7.86,8.08,7.91,8.16,5.35,38.4
2839,766.0,264.0,480.0,33.6,42.72,46.4,8.62,8.08,8.41,4.62,2.71,32.95
2840,596.0,391.0,127.0,32.1,43.66,32.0,5.06,3.33,3.77,3.52,3.58,19.78
2841,300.0,283.0,12.0,31.9,43.88,32.8,2.9,2.87,2.98,2.94,2.31,14.14
2842,598.0,420.0,224.0,33.2,45.63,37.1,3.87,4.75,4.74,5.11,4.0,23.27
2843,248.0,252.0,14.0,30.1,48.33,33.1,2.21,2.1,2.3,2.27,1.44,10.54
2844,235.0,112.0,397.0,28.7,52.72,30.6,1.39,1.53,1.42,1.52,1.06,6.79
2846,0.0,0.0,0.0,22.5,83.68,20.9,0.0,0,0.0,0.0,0.0,0.0
2847,75.0,77.0,0.0,23.4,79.73,23.0,0.66,0.69,0.66,0.67,0.48,3.23
2848,186.0,188.0,0.0,25.1,71.56,29.9,1.79,1.89,2.06,1.93,1.29,9.43
2849,501.0,181.0,433.0,28.2,63.81,31.3,5.69,3.53,5.41,3.99,1.62,20.65
2850,333.0,326.0,7.0,28.4,54.67,34.9,2.8,2.86,3.01,3.01,1.98,14.64
2851,264.0,260.0,1.0,29.8,49.79,34.9,3.24,2.52,2.86,2.56,1.61,13.67
2852,407.0,395.0,4.0,31.6,48.42,37.1,4.43,4.06,4.33,3.97,2.5,20.32
2853,1107.0,396.0,664.0,32.0,44.74,34.2,7.47,9.47,7.09,6.46,4.59,36.65
2854,991.0,426.0,589.0,31.9,45.57,33.8,3.797,4.58,3.95,5.03,4.698,23.19
2855,734.0,297.0,581.0,31.6,52.15,37.1,5.37,5.16,6.09,5.36,3.96,26.47
2856,485.0,153.0,547.0,30.1,51.77,32.4,3.69,2.89,3.71,3.37,2.45,16.69
2857,80.0,86.0,11.0,28.7,56.83,30.6,1.34,0.97,1.35,0.95,0.44,5.26
2859,0.0,0.0,1.0,21.6,92.32,22.3,0.0,0,0.0,0.0,0.0,0.0
2860,108.0,120.0,1.0,23.0,84.25,26.6,0.667,0.88,0.8,0.96,0.61,3.25
2861,402.0,107.0,562.0,25.5,69.01,34.6,3.29,3.39,3.3,3.42,2.3,15.11
2862,600.0,123.0,658.0,27.6,58.37,27.7,5.26,5.39,5.26,5.45,3.6,25.65
2863,858.0,233.0,702.0,28.9,53.78,37.8,7.11,7.47,7.28,7.61,5.06,35.41
2864,606.0,300.0,284.0,29.9,50.44,37.1,6.21,5.28,7.29,5.37,3.3,28.1
2865,1050.0,297.0,677.0,31.1,48.29,37.1,8.71,8.89,8.71,8.9,5.8,42.24
2866,563.0,554.0,6.0,30.4,49.63,35.3,4.7,5.01,4.85,5.07,3.33,23.89
2867,421.0,423.0,0.0,30.2,51.16,34.2,3.88,3.93,4.01,3.92,2.57,19.87
2868,346.0,350.0,0.0,32.2,46.22,42.5,3.04,3.1,3.06,3.09,2.08,14.83
2869,233.0,235.0,0.0,28.4,58.92,31.7,2.2,2.18,2.28,2.28,1.48,10.63
2870,98.0,100.0,0.0,27.0,65.96,27.7,0.967,0.896,0.956,0.9,0.63,4.83
2872,0.0,0.0,0.0,21.5,92.88,16.6,0.0,0,0.0,0.0,0.0,0.0
2873,162.0,106.0,279.0,22.5,86.85,19.8,1.2,1.21,1.42,1.32,0.84,5.7
2874,282.0,249.0,50.0,24.4,74.61,28.1,3.3,3.74,4.14,3.64,2.06,16.74
2875,623.0,132.0,672.0,25.7,73.46,13.0,5.55,5.65,5.58,5.71,3.75,26.94
2876,792.0,132.0,740.0,27.7,57.67,29.9,7.03,7.13,7.04,7.227,4.72,33.97
2877,906.0,108.0,778.0,28.9,53.44,28.8,7.767,7.9,7.789,7.967,5.237,37.24
2878,977.0,106.0,790.0,31.7,43.01,38.9,8.13,8.2,8.08,8.28,5.45,39.2
2879,943.0,124.0,784.0,30.7,47.58,27.4,7.99,8.03,7.99,8.07,5.27,38.68
2880,827.0,130.0,764.0,31.0,46.77,27.0,6.95,7.12,6.98,7.23,4.74,34.53
2881,689.0,115.0,728.0,33.6,40.13,27.7,5.53,5.65,5.54,5.72,3.82,26.97
2882,145.0,151.0,3.0,29.8,51.05,27.7,1.66,1.32,1.54,1.275,0.79,6.95
2883,65.0,71.0,2.0,28.2,57.79,27.0,0.487,0.499,0.456,0.53,0.367,2.24
2885,1.0,0.0,1.0,21.3,95.79,14.0,0.0,0,0.0,0.0,0.0,0.0
2886,150.0,93.0,259.0,22.8,87.41,19.8,1.0,1.15,1.0,1.14,0.81,4.43
2887,231.0,232.0,0.0,24.9,74.7,26.3,1.97,1.87,1.737,1.836,1.385,9.947
2888,725.0,377.0,447.0,26.2,74.91,7.6,3.43,6.22,3.47,6.53,4.33,23.83
2889,181.0,181.0,2.0,28.5,55.38,28.1,1.7,1.65,1.7,1.7,1.09,8.46
2890,383.0,375.0,1.0,29.8,49.79,27.7,3.31,3.36,3.61,3.71,2.49,17.58
2891,612.0,568.0,31.0,31.6,41.91,37.1,5.99,7.61,5.65,7.71,5.41,33.28
2892,714.0,514.0,148.0,31.0,45.04,25.9,4.43,4.96,4.32,4.6,4.12,22.44
2893,420.0,414.0,5.0,31.2,43.97,25.6,3.85,4.09,3.88,3.99,2.58,19.09
2894,334.0,333.0,7.0,32.1,44.77,18.4,2.97,3.06,3.02,2.995,1.945,13.86
2895,112.0,114.0,1.0,30.0,47.1,25.2,1.02,1.08,1.01,1.1,0.68,5.04
2896,113.0,122.0,0.0,28.7,52.06,23.8,0.94,1,1.0,1.06,0.72,4.95
2898,0.0,0.0,1.0,20.6,95.17,13.0,0.0,0,0.0,0.0,0.0,0.0
2899,119.0,71.0,242.0,22.1,86.81,19.8,0.955,0.96,1.01,0.966,0.618,4.22
2900,179.0,164.0,25.0,24.6,72.36,27.7,3.43,2.777,3.19,3.19,1.42,14.64
2901,504.0,206.0,402.0,26.7,71.4,18.4,5.88,4.85,5.96,4.59,1.92,22.86
2902,370.0,313.0,53.0,28.7,52.06,31.3,7.37,4.87,7.66,6.87,4.47,32.18
2903,922.0,192.0,703.0,30.1,47.42,31.3,7.78,7.94,7.79,7.97,5.29,37.34
2904,1042.0,238.0,725.0,31.2,49.53,25.9,8.21,8.48,8.24,8.59,5.71,40.47
2905,1060.0,302.0,720.0,31.9,41.99,30.6,8.2,8.64,8.29,8.59,5.76,39.86
2906,280.0,275.0,16.0,32.0,41.49,30.6,7.9,4.94,7.89,5.87,1.56,28.76
2907,707.0,196.0,654.0,32.7,41.42,33.5,5.68,5.75,5.67,5.79,3.84,27.04
2908,496.0,158.0,544.0,30.4,46.03,31.7,3.58,3.62,3.52,3.62,1.94,16.05
2909,84.0,95.0,0.0,28.8,51.44,30.2,0.61,0.62,0.59,0.679,0.416,3.488
2911,0.0,0.0,1.0,21.0,91.14,18.7,0.0,0,0.0,0.0,0.0,0.0
2912,128.0,88.0,193.0,22.2,84.69,21.6,0.97,1.06,1.02,1.04,0.67,4.62
2913,385.0,138.0,458.0,24.7,70.16,26.3,3.13,3.19,3.18,3.26,2.19,14.52
2914,586.0,164.0,578.0,26.6,67.53,22.3,5.14,5.33,5.16,5.38,3.53,24.82
2915,746.0,181.0,629.0,29.1,49.29,29.5,6.71,6.82,6.75,6.88,4.52,32.44
2916,956.0,248.0,685.0,30.8,43.31,30.2,6.29,6.71,7.0,7.79,5.45,34.79
2917,976.0,201.0,699.0,31.1,45.35,25.9,7.99,8.17,8.04,8.19,5.43,38.66
2918,438.0,256.0,169.0,32.9,37.72,29.9,8.07,7.03,8.09,8.48,4.85,38.16
2919,295.0,264.0,40.0,33.0,37.27,29.9,6.94,5.96,6.85,6.33,2.06,29.02
2920,579.0,245.0,425.0,33.1,39.99,18.4,5.45,5.27,5.51,5.42,3.33,26.12
2921,446.0,214.0,372.0,31.3,41.04,29.5,2.82,3.13,2.83,3.2,2.22,13.98
2922,130.0,140.0,9.0,29.9,45.03,28.4,1.28,1.11,1.23,1.11,0.69,5.7
2924,1.0,0.0,1.0,21.0,93.44,15.1,0.0,0,0.0,0.0,0.0,0.0
2925,76.0,79.0,1.0,22.6,84.73,23.0,0.74,0.678,0.697,0.667,0.47,3.14
2926,187.0,131.0,100.0,25.0,69.78,30.6,1.78,2.56,2.1,2.08,1.64,10.09
2927,649.0,232.0,560.0,26.6,69.65,22.3,5.6,5.88,5.7,5.98,3.89,27.98
2928,752.0,194.0,621.0,29.1,46.26,34.2,6.67,6.35,6.67,6.68,3.94,31.87
2929,1033.0,363.0,643.0,30.8,39.87,34.6,8.54,8.96,6.34,8.597,6.01,39.74
2930,330.0,322.0,7.0,30.6,49.07,27.7,4.59,3.04,3.76,3.07,1.94,16.59
2931,1058.0,381.0,638.0,32.5,36.2,33.8,6.73,7.28,7.84,7.53,6.0,36.35
2932,540.0,392.0,217.0,32.8,36.28,33.8,2.95,3.72,2.97,3.21,2.6,15.25
2933,269.0,267.0,5.0,32.6,43.8,29.5,2.67,2.52,2.69,2.57,1.63,12.52
2934,117.0,119.0,0.0,30.7,43.28,33.8,1.15,1.09,1.2,1.12,0.69,5.68
2935,163.0,162.0,24.0,29.1,48.67,33.8,1.93,1.9,1.88,1.84,1.17,8.75
2937,0.0,0.0,0.0,21.5,88.39,19.4,0.0,0,0.0,0.0,0.0,0.0
2938,87.0,96.0,0.0,22.9,81.17,25.2,0.69,0.75,0.74,0.74,0.46,3.25
2939,358.0,169.0,352.0,25.0,68.06,33.1,2.95,2.97,3.0,3.09,1.92,13.77
2940,266.0,259.0,8.0,27.2,65.19,18.4,2.43,2.42,2.56,2.51,1.67,11.86
2941,477.0,362.0,132.0,29.0,46.53,37.4,4.69,3.35,4.7,4.23,2.47,19.97
2942,481.0,457.0,22.0,30.6,40.32,37.8,6.96,8.27,5.9,7.73,3.72,32.29
2943,864.0,509.0,299.0,31.1,48.29,27.7,8.32,8.98,8.63,9.04,5.97,43.16
2944,903.0,232.0,638.0,32.5,34.16,37.1,7.72,7.78,7.76,7.83,5.14,36.49
2945,497.0,443.0,66.0,32.6,33.53,36.7,7.21,5.12,7.14,5.21,2.86,28.43
2946,298.0,299.0,0.0,32.6,36.69,18.4,3.076,2.93,3.11,2.94,1.87,14.52
2947,123.0,126.0,0.0,30.9,37.65,36.0,1.247,1.23,1.28,1.235,0.767,6.51
2948,91.0,96.0,0.0,29.3,43.45,34.6,0.85,0.85,0.86,0.84,0.61,4.55
2950,0.0,0.0,0.0,21.6,84.63,20.5,0.0,0,0.0,0.0,0.0,0.0
2951,36.0,38.0,0.0,22.7,78.65,23.8,0.33,0.337,0.34,0.33,0.196,0.99
2952,169.0,172.0,0.0,24.8,67.17,31.3,1.58,1.58,1.57,1.63,1.03,6.977
2953,702.0,348.0,554.0,26.7,67.14,22.3,5.67,6.4,3.97,6.27,4.51,26.97
2954,497.0,431.0,65.0,29.1,47.76,34.9,5.31,4.85,5.05,4.72,3.04,23.55
2955,893.0,193.0,671.0,30.8,41.42,34.6,7.56,7.79,7.59,7.92,5.21,37.72
2956,705.0,298.0,302.0,32.1,41.0,27.7,8.23,8.68,8.35,8.8,5.9,40.8
2957,914.0,176.0,700.0,32.5,35.05,34.2,7.7,7.817,7.71,7.89,5.2,36.795
2958,866.0,261.0,659.0,32.2,35.2,34.9,7.2,7.37,7.24,7.44,4.92,34.67
2959,497.0,477.0,33.0,32.6,34.41,18.4,4.62,4.84,4.47,4.54,3.06,21.92
2960,493.0,163.0,523.0,29.8,40.1,34.6,2.21,3.42,3.28,3.75,2.48,15.44
2961,114.0,122.0,3.0,28.2,44.28,32.8,0.83,0.87,0.8,0.85,0.56,3.84
2963,1.0,0.0,1.0,21.0,80.92,22.3,0.0,0,0.0,0.0,0.0,0.0
2964,110.0,122.0,1.0,22.5,73.37,26.3,0.89,0.9,0.88,0.89,0.61,4.15
